College Name,Subject,Topics Covered
Delhi Technological University,Pattern Recognition,". Introduction to Pattern Recognition, Feature Detection, Classification, Review of Probability Theory, Conditional Probability and Bayes Rule, Random Vectors, Expectation, Correlation, Covariance, Review of Linear Algebra, Basics of Estimation theory, Decision Boundaries, Decision region / Metric spaces/ distances. . Classification, Bayes decision rule, Error probability, Normal Distribution, Discriminant functions, Decision surfaces, K-NN Classifier, Single Layer Perceptron, Multi-Layer Perceptron, Training set, test set, standardization and normalization. Clustering, Basics of Clustering, similarity / dissimilarity measures, clustering criteria, Different distance functions and similarity measures, Minimum within cluster distance criterion, K-means algorithm, K-medoids, DBSCAN, Data sets - Visualization, Unique Clustering, existence of clusters. . Feature selection, Problem statement and Uses, Algorithms - Branch and bound algorithm, sequential forward / backward selection algorithms, r) algorithm, Probabilistic separability based criterion functions, interclass distance based criterion functions. . Feature extraction, Structural PR, Soft-computing and Neuro-fuzzy techniques, and real-life examples."
Delhi Technological University,Information Theory & Coding,"Introduction to Probability, Sample space and events, The axioms of probability Elementary theorems -Conditional Probability and Independence, Baye’s theorem. Random variables, discrete probability distribution, discrete functions for random and discrete random variables, continuous random variables. . Uncertainty and Information, Shannon Entropy, Joint and conditional Entropies Mutual Information, Uniquely decipherable and Instantaneous codes, Noiseless coding problem. Source coding Theorem, Block coding, construction of Optimal codes, Huffman’s & Shannon – Fano methods. . Discrete memory less channel, channel capacity BSC and other channels6 . Information measure for continuous ensembles capacity of AWGN channel. Error control coding. The channel coding Theorem, Application to BSC, Source Coding with fidelity criteria. Types of codes, error and error control strategies, Linear block codes, syndrome and error detection, Minimum distance, Error detecting and correcting capabilities of a block code, Syndrome decoding, Hamming codes. . Cyclic codes, Generator and parity – check matrices, encoding, syndrome computation, error detection and decoding.BCH codes, decoding, of the BCH codes Introduction to RS codes. Convolution codes, Maximum likelihood decoding The Viterbi algorithm. Introduction to Turbo codes. IT- Blind Deconvolution Using Convex Programming, Asynchronous code- division random access using convex optimization."
Delhi Technological University,Advanced Data Structures,". ADVANCED TREES, Definitions Operations on Weight Balanced Trees (Huffman Trees), Height balanced trees- B trees, B+ trees, - Trees and Red-Black Trees. Augmenting Red-Black Trees to Dynamic Order Statics and Interval Tree and Applications. Operations on Disjoint sets and its union find problem, Implementing Sets. Dictionaries, Priority Queues and Concatenable Queues using - Trees, . . MERGEABLE HEAPS, Mergeable Heap Operations, Binomial Trees Implementing Binomial Heaps and its Operations, --. Trees and -- Heaps. Structure and Potential Function of Fibonacci Heap Implementing Fibonacci Heap. . GRAPH THEORY DEFINITIONS, Definitions of Isomorphism Components. Circuits, Fundamental Circuits, Cut-sets. Cut-Vertices Planer and Dual graphs, Spanning Trees, Kuratovski’s two Graphs. . GRAPH THEORY ALGORITHMS, Algorithms for Connectedness, Finding all Spanning Trees in a Weighted Graph and Planarity Testing, all pair shortest path algorithms. Min-Cut Max-Flow theorem of Network Flows. Ford-Fulkerson Max Flow Algorithms. Tries/digital search trees, Multiway tries, Suffix trees and applications, Quadtrees and Octrees and R-trees8"
Delhi Technological University,Micro-Processor & Interfacing,". Introduction, Microprocessor evolution and types, microprocessor architecture and operation of its components, addressing modes, interrupts, and data transfer schemes, instruction and data flow, timer and timing diagram. Interfacing devices. Architectural advancement of microprocessor8 . -bit Microprocessors, Pin diagram and internal architecture of microprocessor, registers, interrupt and machine cycle. Instruction sets. Addressing modes. Instruction formats Instruction Classification, data transfer, arithmetic operations, logical operations, branching operations, machine control and assembler directives. Counters and Time Delays. . -bit Microprocessor, Architecture of microprocessor, register organization, bus interface unit, execution unit, memory addressing, memory segmentation. Operating modes. Instruction sets, instruction format, Types of instructions. Interrupts, hardware and software interrupts. . Programming, Assembly language programming based on Intel /. Instructions, arithmetic, logic, branch operations, looping, counting, indexing, programming techniques, counters and time delays, stacks and subroutines, conditional call and return instructions8 . Peripheral Interfacing, Peripheral Devices, / DMA Controller, programmable peripheral interface, /8254programmable timer/counter, programmable interrupt controller, USART and RS232C."
Delhi Technological University,Distributed Systems,". Introduction to Distributed Systems, Design Goals, Types of Distributed systems, system architectures and fundamental models, middleware, Threads, virtualization, client-Server Model, Code migration7 . Communication fundamentals, Remote Procedure Call, message oriented communication, and stream oriented communication, multicast communication7 . Synchronization, clock synchronization, logical clocks, mutual exclusion algorithms, centralized, decentralized, distributed and token ring algorithms, election algorithms. . Replication management, need for replication, consistency models, data centric and client centric consistency models, replica management, consistency protocols, continuous, primary-based, replicated-write and cache-coherence protocols. . Fault tolerance, basic concepts and failure models, process resilience, reliable client-server and group communication, distributed commit recovery mechanisms . Security in distributed systems, secure channels, authentication, integrity and confidentiality, access control, security management.Naming, Flat naming approaches, structured naming, name space and resolution, attribute- based naming, directory services, decentralized implementations."
Delhi Technological University,Soft Computing,". Neural Networks, History, overview of biological Neuro-system, Mathematical Models of Neurons, ANN architecture, Learning rules, Learning Paradigms-Supervised, Unsupervised and reinforcement Learning, ANN training Algorithms- Perceptrons, Training rules, Delta, Back Propagation Algorithm, Multilayer Perceptron Model, Hopfield Networks, Associative Memories, Applications of Artificial Neural Networks. . Fuzzy Logic, Introduction to Fuzzy Logic, Classical and Fuzzy Sets, Overview of Classical Sets, Membership Function, Fuzzy rule generation. . Operations on Fuzzy Sets, Compliment, Intersections, Unions, Combinations of Operations, Aggregation Operations. Nonspecificity of Fuzzy & Crisp Sets, Fuzziness of Fuzzy Sets6 . Fuzzy Arithmetic, Fuzzy Numbers, Linguistic Variables, Arithmetic Operations on Intervals & Numbers, Lattice of Fuzzy Numbers, Fuzzy Equations. . Evolutionary Computing, .Introduction, Evolutionary Techniques, Swarm Intelligence, Bacterial Foraging, Ant Colony Optimization, and Genetic Algorithm. . Introduction of Neuro-Fuzzy Systems, Architecture of Neuro Fuzzy Networks."
Delhi Technological University,Data compression,". Introduction, Compression Techniques, Loss less compression, Lossy Compression, Measures of performance, Modeling and coding, Mathematical Preliminaries for Lossless compression, A brief introduction to information theory, Models, Physical models, Probability models, Markov models, composite source model, Coding, uniquely decodable codes, Prefix codes. Huffman coding, The Huffman coding algorithm, Minimum variance Huffman codes, Adaptive Huffman coding, Update procedure, encoding procedure, decoding procedure. Golomb codes, Rice codes, Tunstall codes, Applications of Hoffman coding, Loss less image compression, Text compression, Audio Compression. . Arithmetic Coding, Coding a sequence, Generating a binary code, Comparison of Binary and Huffman coding, Applications, Bi-level image compression-The JBIG standard, JBIG2, Image compression. Dictionary Techniques, Introduction, Static Dictionary, Diagram Coding, Adaptive Dictionary. The LZ77 Approach, The LZ78 Approach, File Compression-UNIX compress. . Image Compression, The Graphics Interchange Format (GIF), Compression over Modems, V. bits, Predictive Coding, Prediction with Partial match (ppm), The basic algorithm, The ESCAPE SYMBOL, length of context, The Exclusion Principle, The Burrows- Wheeler Transform, Move-to-front coding, CALIC, JPEG-LS, Multi-resolution Approaches, Facsimile Encoding, Dynamic Markoy Compression. . Mathematical Preliminaries for Lossy Coding, Distortion criteria, Scalar Ouantization, The Quantization problem, Uniform Quantizer, Adaptive Quantization, Non uniform Quantization. . Vector Quantization, Advantages of Vector Quantization over Scalar Quantization, The Linde-Buzo- Gray Algorithm, Tree structured Vector Quantizers. Structured Vector Quantizers."
Delhi Technological University,Parallel Algorithms,". Introduction, Need for parallel computers, Models of computation, Analyzing parallel algorithms, Expressing parallel algorithms3 . Dense Matrix algorithms, Matrix vector Multiplication, Matrix multiplication4 . Decomposition & Mapping techniques, Database query processing, puzzle problem, Parallel discrete event simulation, Image dithering, Dense LU factorization5 . Sorting, Hyper quick sort, Merge sort, Bitonic merge sort, odd even transposition, Enumeration sort(sorting on the CRCW model, CREW model and EREW model) . Searching and selection, Searching on a sorted sequence (EREW, CRCW), Searching on a random sequence (EREW, Tree and Mesh), Sequential selection algorithm, Parallel selection algorithm(EREW parallel solution) . Graph Algorithm, Graph coloring, Minimal spanning tree, Shortest path algorithm10"
Delhi Technological University,Cyber Forensics,". Introduction, Review of TCP/IP and TCP, IP Header analysis, Introduction to Cyber World, Cyber attacks and cyber security, Information warfare and cyber terrorism, Types of cyber attacks, Cyber Crime and Digital Fraud, Overview of Types of computer forensics i.e. Media Forensics, Network forensics (internet forensics), Machine forensic, Email forensic (e-mail tracing and investigations) . Live Data collection and investigating windows environment, windows Registry analysis, Gathering Tools to create a response toolkit ( Built in tools like netstat, cmd.exe, nbtstat, md5sum, regdmpetc and tools available as freeware like Fport, Pslistetc), Obtaining volatile Data ( tools like coffee, Helix can be used ) Computer forensics in windows environment, Log analysis and event viewer, File auditing, identifying rogue machines, hidden files and unauthorized access points . Live Data collection and investigating Unix/Linux environment, / Proc file system overview, Gathering Tools to create a response toolkit ( Built in tools like losetup, Vnode, netstat, straceetc and tools available as freeware like Encase, Carboniteetc ) Handling Investigations in Unix/Linux Environment, Log Analysis (Network, user logging details), Recording incident time/date stamps, Identifying rogue processes, unauthorized access points, unauthorized user/group accounts8 . Forensic tools and report generation, Recovery of Deleted files in windows and Unix, Analyzing network traffic, sniffers, Ethical Hacking, Hardware forensic tools like Port scanning and vulnerability assessment tools like Nmap, Netscan etc. Password recovery (tools like John the ripper, L0phtcrack, and THC-Hydra), Mobile forensic tools and analysis of called data record Template for computer forensic reports . Android Malware Malware Characterization, Case Studies – Plankton, DroidKungFu, AnserverBot, Smartphone (Apps) Security, Static and dynamic malware analysis8"
Delhi Technological University,Optical Networks,". Introduction to Optical Networking, Introduction to SONET/SDH, SONET/SDH, Dense Wavelength-Division Multiplexing, The Future of SONET/SDH and DWDM. . Time-Division Multiplexing, Introduction to Time-Division Multiplexing, Analog Signal Processing, Circuit-Switched Networks, The T-Carrier, The E-Carrier, Network Elements6 . Fiber-Optic Technologies, A Brief History of Fiber-Optic Communications, Fiber-Optic Applications, The Physics Behind Fiber Optics, Optical-Cable Construction, Propagation Modes, Fiber-Optic Characteristics, Fiber Types, Fiber-Optic Cable Termination, Splicing, Physical-Design Considerations, Fiber-Optic Communications System, Fiber Span Analysis. . Wavelength-Division Multiplexing, The Need for Wavelength-Division Multiplexing, Wavelength-Division Multiplexing, Coarse Wavelength-Division Multiplexing, The ITU Grid, Wavelength-Division Multiplexing Systems, WDM Characteristics and Impairments to Transmission, Dispersion and Compensation in WDM. . SONET Architectures, SONET Integration of TDM Signals, SONET Electrical and Optical Signals, SONET Layers, SONET Framing, SONET Transport Overhead, SONET Alarms, Virtual Tributaries, SONET Multiplexing, SONET Network Elements, SONET Topologies, SONET Protection Architectures, SONET Ring Architectures, SONET Network Management. SDH Architectures, SDH Integration of TDM Signals, SDH Layers, SDH Multiplexing, SDH Framing, SDH Transport Overhead, SDH Alarms, SDH Higher-Level Framing, SDH Network Elements, SDH Topologies, SDH Protection Architectures, SDH Ring Architectures, SDH Network Management."
Delhi Technological University,High Speed Networks,". High Speed networks, Asynchronous transfer mode – ATM Protocol Architecture, ATM logical Connection, ATM Cell – ATM Service Categories – AAL, High Speed LANs, Fast Ethernet, Gigabit Ethernet, Fiber Channel – Wireless LANs, applications, requirements – Architecture of . . Congestion And Traffic Management, Queuing Analysis- Queuing Models – Single Server Queues – Effects of Congestion –Congestion Control – Traffic Management – Congestion Control in Packet SwitchingNetworks . TCP And ATM Congestion Control, TCP Flow control – TCP Congestion Control – Retransmission – Timer Management –Exponential RTO backoff – KARN’s Algorithm – Window management – Performance ofTCP over ATM. Traffic and Congestion control in ATM – Requirements – Attributes –Traffic Management Frame work, Traffic Control – ABR traffic Management – ABR ratecontrol, RM cell formats, ABR Capacity allocations – GFR traffic management8 . INTEGRATED AND DIFFERENTIAL SERVICESIntegrated Services Architecture - Approach, Components, Services- Queuing Discipline, WFQ - Random Early Detection, Differentiated Services6 . PROTOCOLS FOR QOS SUPPORTRSVP - Goals & Characteristics, Data Flow, RSVP operations, Protocol Mechanisms - Multiprotocol Label Switching - Operations, Label Stacking, Protocol details - RTP - Protocol Architecture, Data Transfer Protocol, RTCP. . Internetworking, Inter-domain Routing, Multicast Routing Protocols, Applications and Other Networking Technologies, Security Systems, IPSEC, DDoS Attack8"
Delhi Technological University,Advanced Database Management  Systems,". Advanced SQL, SQL Data Types and Schemas, Integrity Constraints, Authorization, Embedded SQL, Dynamic SQL, Functions and Procedural Constructs, Recursive Queries, Advanced SQL Features.Object-Based Databases and XML, Complex Data Types, Structured Types and Inheritance in SQL, Table Inheritance, Array and Multiset Types in SQL, Object-Identity and Reference Types in SQL, Implementing O-R Features, Persistent Programming Languages, Object-Oriented versus Object-Relational, Structure of XML Data, XML Document Schema, Querying and Transformation, Application Program Interfaces to XML, Storage of XML Data, XML Applications. . Query Processing and Query Optimization, Measures of Query Cost, Selection Operation, Sorting, Join Operation, Other Operations, Evaluation of Expressions, Transformation of Relational Expressions, Estimating Statistics of Expression Results, Choice of Evaluation Plans, Materialized Views. . Recovery System, Failure Classification, Storage Structure, Recovery and Atomicity, Log-Based Recovery, Recovery with Concurrent Transactions, Buffer Management, Failure with Loss of Nonvolatile Storage, Advanced Recovery Techniques, Remote Backup Systems. . Database-System Architectures, Centralized and Client –Server Architectures, Server System Architectures, Parallel Systems, Distributed Systems, Network Types, Parallel Databases, I/O Parallelism, Interquery Parallelism, Intraquery Parallelism, Intraoperation Parallelism, Interoperation Parallelism, Design of Parallel Systems. . Distributed Databases, Homogeneous and Heterogeneous Databases, Distributed Data Storage, Distributed Transactions, Commit Protocols, Concurrency Control in Distributed Databases, Availability, Distributed Query Processing, Heterogeneous Distributed Databases. Advanced Data Types and New Applications, Time in Databases, Spatial and Geographic Data, Multimedia Databases, Mobility and Personal Databases.Advanced Transaction Processing, Transaction-Processing Monitors, Transactional Workflows, E-Commerce, Main-Memory Databases, Real-Time Transaction Systems, Long-Duration Transactions, Transaction Management in Multidatabases."
Delhi Technological University,Multimedia Systems,". Introduction to Multimedia, Multimedia Information, Multimedia Objects, Multimedia inbusiness and work. Convergence of Computer, Communication and EntertainmentProducts, Stages of Multimedia Projects, Multimedia hardware, Memory & storage devices, Communication devices, Multimedia softwares, presentation tools, tools for object generations, video, sound, image capturing, authoring tools, card and page based authoring tools. . Multimedia Building Blocks, Sound MIDI, Digital Audio, audio file formats, MIDI under windows environment, Audio & Video Capture. . Data Compression, Huffman Coding, Shannon Fano Algorithm, Huffman Algorithms, Adaptive Coding, Arithmetic Coding Higher Order Modeling. Finite Context Modeling, Dictionary basedCompression, Sliding Window Compression, LZW compression, Compression, Compression ratio loss less & lossy compression. . Speech Compression & Synthesis, Digital Audio concepts, Sampling Variables, Loss less compression of sound, lossy compression & silence compression. . Images, Multiple monitors, bitmaps, Vector drawing, lossy graphic compression, image fileformats, animations, Images standards, JPEG Compression, Zigzag Coding, . MultimediaDatabase. Content based retrieval for text and images, Video, Video representation, Colors, Video Compression, MPEG standards, MHEG Standard Video Streaming on net, VideoConferencing, Multimedia Broadcast Services, Indexing and retrieval of Video Database, recent developments in Multimedia."
Delhi Technological University,Real Time Systems,". Introduction, Definition, Typical Real Time Applications, Digital Control, High LevelControls, Signal Processing etc., Release Times, Deadlines, and Timing Constraints, Hard Real Time Systems and Soft Real Time Systems, Reference Models for Real TimeSystems, Processors and Resources, Temporal Parameters of Real Time Workload, Periodic Task Model, Precedence Constraints and Data Dependency. . Real Time Scheduling, Common Approaches to Real Time Scheduling, Clock Driven Approach, Weighted Round Robin Approach, Priority Driven Approach, Dynamic Versus StaticSystems, Optimality of Effective-Deadline-First (EDF) and Least-Slack-Time-First(LST) Algorithms, Offline Versus Online Scheduling, Scheduling A periodic andSporadic jobs in Priority Driven and Clock Driven Systems. . Resources Access Control, Effect of Resource Contention and Resource Access Control (RAC), Non preemptiveCritical Sections, Basic Priority-Inheritance and Priority-Ceiling Protocols, Stack Based Priority-Ceiling Protocol, Use of Priority-Ceiling Protocol in DynamicPriority Systems, Pre-emption Ceiling Protocol, Access Control in Multiple-UnitResources, Controlling Concurrent Accesses to Data Objects8 . Multiprocessor System Environment, Multiprocessor and Distributed System Model, Multiprocessor Priority-CeilingProtocol, Schedulability of Fixed-Priority End-to-End Periodic Tasks, SchedulingAlgorithms for End-to-End Periodic Tasks, End-to-End Tasks in Heterogeneous Systems, Predictability and Validation of Dynamic Multiprocessor Systems, Scheduling of Taskswith Temporal Distance Constraints. . Real Time Communication, Model of Real Time Communication, Priority-Based Service and WeightedRound-Robin Service Disciplines for Switched Networks, Medium Access ControlProtocols for Broadcast Networks, Internet and Resource Reservation Protocols, RealTime Protocols, Communication in Multicomputer System, An Overview of Real TimeOperating Systems."
Delhi Technological University,Machine Learning,". Introduction to Machine Learning, Overview of different tasks, classification, regression, clustering, control, Concept learning, information theory and decision trees . Supervised Learning, Decision trees, nearest neighbors, linear classifiers and kernels, neural networks, linear regression, Support Vector Machines. . Unsupervised Learning, Clustering, Expectation Maximization, Dimensionality Reduction, Feature Selection, factor analysis, manifold learning. . Reinforcement Learning, Value iteration, policy iteration, TD learning, Q learning, actor-critic. . Other Topics, Bayesian learning, online learning. Learning theory, Bias Variance trade-offs6 . Recent applications & ResearchTopics, Applications in the fields of web and data mining, text recognition, speech recognition8"
Delhi Technological University,Object Oriented Software  Engineering,". Introduction, Object Oriented system concepts and Principles, Object Oriented system development, Component reuse, The common process framework for Object Oriented processes, System Development and Methodologies, object oriented software estimation. . System development, System as model building, model architecture, The importance of modelling, principle of modelling, object oriented modelling, Introduction to Object-oriented Methodologies such as Unified Modelling Language, Overview of UML, conceptual model of UML, architecture, software development lifecycle using Rational Unified Process. Object Oriented Analysis, requirement model, analysis model, Object oriented analysis using methods of Rumbaugh. . Software Design, Software design Models, Object oriented methodologies of Booch, design model, System development using various UML Diagrams. . UML Methodology, Detailed study of various UML Diagrams, System Analysis using UML Diagrams. . Object Oriented Testing and metrics, Path Testing, State based testing, Class Testing, object oriented metrics. Applications & Tools, A complete case study of Software development using above Methodologies, Concepts of Computer-Aided Software Engineering and knowledge about current CASE tools use in the industry."
Delhi Technological University,Enterprise Java programming,". Collections, Collection Interfaces, Concrete Collections, Collections Framework. Multithreading, Creating and running thread, Multiple thread synchronization, Thread communication, Thread group, Thread priorities, Daemon Thread, Life Cycle ofThread. . Fundamentals in Networking, Sockets in Java - Internet Addressing - DNS – Ipv4, IPv6- URL class - TCP/IP and Datagram. The interfaces and classes for networking, Interfaces and classes of java.net package, InetAddress class, IP address scope - Host name resolution - Methods of InetAddress class, Program to look up the IP addresses for a hostname - Factory methods - Creating and using Sockets, Socket class - constructors and methods of Socket class. Creating TCP servers &clients, TCP/IP server sockets - Constructors and methods of ServerSocket class - Program to create a TCP/IP server and client. Handling URL, URL class - constructors and methods of URL class -URLConnection class - fields of URLConnection class - methods of URLConnection class. Working with Datagrams, DatagramPacket - Constructors for DatagramPacket class - Methods of DatagramPacket class - creating Datagram server and client. . JDBC Package, JDBC – JDBC versus ODBC – Types of JDBC drivers – Connection – Statement – PreparedStatement. ResultSet, Fields of ResultSet – Methods of ResultSet – Executing a query - ResultSetMetaData – DatabaseMetaData. Datatypes in JDBC, Basic datatypes in JDBC – Advanced datatypes in JDBC – fields of Statement – methods of Statement – CallableStatement Interface – BatchUpdates6 Servlets, Using Servlets - Servlet Package - Servlet lifecycle - init() method - service() method, doGet() method, doPost() method and destroy() method . Classes and interfaces of Servlet, Servlet - GenericServlet - ServletConfig - ServletContext - ServletException - ServletInputStream - ServletOutputStream - ServletRequest – ServletResponse. Classes and interfaces of HttpServlet, HttpServlet - HttpServletRequest - HttpServletResponse - Reading HTML form data from Servlets - Response Headers - Response Redirection. Handling Servlets, Servlet Chaining - HttpUtils - Database access with JDBC inside servlet. State and Session management, Cookies - HttpSession - Server Side includes - Request forwarding – RequestDispatcher. . Concepts of Java Beans, Java Beans - Advantage of Java Beans - Reflection and Introspection - Customizers – Persistence. Developing Java Beans, Bean Developer Kit (BDK) - Creating a Java Bean - Creating a Bean Manifest file - Creating a Bean JAR file. Controls and Properties of a Bean, Adding controls to Beans - Giving Bean Properties - BeanInfo interface - SimpleBeanInfo class. Types of Properties, Design pattern for Properties, Simple properties - Indexed Properties, Descriptor Classes - Giving Bean methods - Bound and Constrained Properties - Property Editors. . Components of EntrepriseBeans, Distributed Multitiered Applications -J2EE components, J2EE clients, Web components, J2EE containers. Developing an Enterprise Bean, Packaging - Enterprise JavaBeans Technology - Enterprise Bean - Contents of an Enterprise Bean. Session Bean, Stateful session bean – life cycle of stateful session bean - Stateless session bean – life cycle of stateless session – ejbCreate methods – Business methods – Home interface – Remote interface – Running the session bean. Entity Bean, Persistence - Bean managed Persistence - Container Managed Persistance - Shared Access - Primary key – Relationships. Message Driven Bean, life cycle of message driven bean – onMessage method."
Delhi Technological University,Digital Image Processing,". Introduction And Digital Image Fundamentals, Digital Image Representation, Fundamental Steps in Image Processing, Elements of Digital image processing systems, Sampling and quantization, some basic relationships like neighbours, connectivity, Distance measure between pixels, Imaging Geometry. . Image Enhancement (Spatial Domain), Gray level transforms, histogram equalization, histogram specification, basics of the spatial filtering, smoothing operators, image gradients, sharpening operatorsFuzzy logic, basic definitions, fuzzy operations, fuzzy inference, application of fuzzy logic in image processing. . Image Enhancement (Frequency domain), Two-Dimensional Fourier transform and its properties, basics of frequency domain filtering, smoothing and sharpening in frequency domain. . Image Restoration, modelling of image degradations, noise models, noise removal algorithms for impulse and Gaussian noise, Adaptive filtering, estimation of degradation function, inverse filtering.Color Image Processing, Color models, conversion between different models, color transforms, color smoothing and sharpening8 . Morphological Image Processing, Dilation, Erosion, opening and closing, hit and miss transform, boundary extraction, region filling, thinning, thickening, skeletons, pruning, Gray scale image dilation and erosion. . Discontinuity Detection, point, line and edge detection, Sobel, Canny, and LoG edge detectors, edge linking.Image Segmentation, Thresholding, optimal and global thresholding, multiple thresholding, region growing, region splitting and merging, dam construction watershed segmentation algorithm, spatial techniques, frequency domain techniques8"
Delhi Technological University,VLSI Design,". Introduction to CMOS circuits, MOS Transistors, MOS transistor switches, CMOS Logic, The inverter, Combinational Logic, NAND gate, NOT Gate, Compound Gates, Multiplexers, Memory-Latches and Registers. . Processing Technology, Silicon Semiconductor Technology- An Overview, wafer processing, oxidation, epitaxy deposition, Ion-implantation and diffusion, The Silicon Gate Process- Basic CMOS Technology, basic n-well CMOS process, p-well CMOS process, Twin tub process, Silicon on insulator, CMOS process enhancement-Interconnect, circuit elements, -D CMOS. Layout Design Rule, Layer Representations, CMOS n-well Rules, Design Rule of background scribe line, Layer Assignment, SOI Rule. . Power Dissipation, Static dissipation, Dynamic dissipation, short-circuit dissipation"
Delhi Technological University,Software Project Management,". Introduction, Project Management concepts, Process Framework, Project Planning Software Life Cycle Models, Artifacts of the Project Management Process. . Cost and Scheduling Estimation Models, Various Levels of COCOMO for Cost, Effort, Schedule and Productivity Estimation. Approaches to Effort, Cost Estimation, and Schedule Estimation factors through COCOMO II, Putnam Estimation Model, Algorithmic models. . Project Management Techniques, Project Organizations and Responsibilities, Establishing Project Environment, Risk Management Process, Project Tracking and Control Defect Tracking Concepts such as Process monitoring and audit, Reviews, Inspections and Walkthroughs. . Project Closure, Project Closure Analysis, Role of Closure Analysis in a project, Performing Closure Analysis, Closure Analysis Report. . Software Project Management Renaissance, Conventional Software Management, Evolution of Software Economics, Improving Software Economics, The old way and the new way. . Advance Topics in Software Project Management, Discussion on future Software Project Management Practices & Modern Project Profiles, Next Generation Software Economics, Modern Process Transitions."
Delhi Technological University,High Performance Computing,". Introduction to advanced computer architectures, parallel algorithms, parallel languages, and performance oriented computing, discussing about the key characteristics of high end computing architectures. . Introduction to Computational Science and Engineering Applications, their characteristics and requirements, Review of Computational Complexity, Performance, metrics and measurements, Granularity and Partitioning, temporal/spatial/stream/kernel, Basic methods for parallel programming, Real-world case studies which are drawn from multi-scale, multi discipline applications. . Memory Hierarchies, Multi core Processors, Homogeneous and Heterogeneous, Shared memory Symmetric Multiprocessors, Vector Computers, Distributed Memory Computers, Supercomputers and Petascale Systems, Application Accelerators/Reconfigurable Computing, Novel computers, Stream, multithreaded, and purpose built. . Discussion about Parallel algorithms with Parallel models including ideal and real frameworks, Basic Techniques including Balanced Trees, Pointer Jumping, Divide and Conquer, Partitioning, Regular Algorithms, Matrix operations and Linear Algebra, Irregular Algorithms, Lists, Trees, Graphs, Randomization, Parallel Pseudo Random Number Generators, Sorting, Monte Carlo techniques. . Parallel Programming involving Revealing concurrency in applications, Task and Functional parallelism, Task Scheduling, Synchronization Methods, Parallel Primitives (collective operations), SPMD Programming (threads, OpenMP, I/O and File Systems, Parallel Matlabs (Parallel Matlab, Star P, Matlab MPI) Partitioning Global Address Space (PGAS) languages (UPC, Titanium, Global Arrays). . Discussion about high performance methods with Achieving Measuring performance, Identifying performance bottlenecks, Restructuring applications for deep memory hierarchies, Partitioning applications for heterogeneous resources, Using existing libraries, tools, and frameworks8"
Delhi Technological University,Grid and Cluster Computing,". Cluster Computing Introduction to concepts in Cluster based distributed computing Hardware technologies for cluster computing and software for cluster computing, and different Software Architecture for Cluster Computing. . Programming, Programming Models and Paradigms, features and performance of standard MPI variants, Derived data types, communicators. . Resource management and scheduling Managing, cluster resources, single system images, system level middleware, distributed task scheduling, monitoring and administering system resources Parallel I/O and Parallel Virtual File System. Scheduling, Condor, Maui Scheduler, Portable Batch System (PBS). . Grid Computing, Grids and Grid Technologies, Programming models and Parallelization Techniques, Grid Security Infrastructure, Setting up Grid, deployment of Grid software and tools, and application execution. . Standard application development tools and paradigms Performance evaluation tools, netperf, netpipe, Iperf.message . Data Management Application Case Study, Molecular Modeling for Drug Design and Brain Activity Analysis, Resource management and scheduling ."
Delhi Technological University,Swarm Optimization and  Evolutionary Computing,". Introduction to Evolutionary ComputingGlobal Optimization, Components of an evolutionary algorithm, Evolution strategies, Fitness Functions, Learning Classifier systems, Parameter Control, Multi-modal Problems8 . Swarm IntelligenceIntroduction to Swarm Intelligence and its application to optimization problems, Particle Swarm Optimization algorithm, position and velocity updation Genetic Algorithm Genetic algorithm basics, Population and generation of chromosomes, Fitness function, survival of the fittest, reproduction, cross-over and mutation, Genetic algorithm convergence, Genetic programming8 . Hybrid Methods and Multi-objective Evolutionary AlgorithmsVariants of Particle Swarm optimization and Genetic Algorithm, Hybridization of Particle Swarm and Genetic based optimizations, Hybrid Multi-objective Optimization algorithms6 . Recent nature-inspired evolutionary algorithmsCockoo search algorithm, Artificial Bee Colony Optimization, Ant Colony Optimization, Fire-fly algorithm, Bacterial Foraging, Application to the travelling salesman problem6 . Application to real world optimization problemsOptimization examples from Machine Learning, Robotics, Image Processing and Computer Vision, Web and data mining, network traffic routing6"
Delhi Technological University,Computational Number Theory  and Cryptography,". Computational Complexity, Input Size, Complexity Classes etc., GCD Computation, Euclid’s Algorithm, Extended Euclid’s Algorithm. . Modular Arithmetic, Groups, Solving Modular Linear Equations. Chinese Remainder Theorem. Modular Exponentiation, Discrete Logarithm Problem. . Key Exchange, Diffie Hellman, ElGamal, Massey-Omura. Computation of Generators of Primes. Public Key Cryptosystem, Different Attacks & Remedies. . Primality Testing, Pseudoprimality Testing, Quadratic Residues, Randomized Primality Test & Deterministic Polynomial Time Algorithm. Factorization, Quadratic-Sieve Factoring Algorithm, Pollard-Rho Method. Digital Signatures, Authentication Protocols, Digital Signature Standards (DSS). Proxy Signatures. . Elliptic Curve Cryptosystem, Theory of Elliptic Curves, Elliptic Curve Encryption & Decryption Algorithms, Security of Elliptic Curves Cryptography, Elliptic Curve Factorization."
